,title,link,source,text,date,language,toxicity
2451,ΣΚΟΤΩΣΑ ΤΟΝ MONGRAAL ME 2OBOMB !,https://www.youtube.com/watch?v=ZTJPZJ453dY&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,3:45,2019-11-29,el,1
2452,ΣΚΟΤΩΣΑ ΤΟΝ MONGRAAL ME 2OBOMB !,https://www.youtube.com/watch?v=ZTJPZJ453dY&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Omg,2022-12-29,el,1
2453,ΣΚΟΤΩΣΑ ΤΟΝ MONGRAAL ME 2OBOMB !,https://www.youtube.com/watch?v=ZTJPZJ453dY&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,3:45,2020-11-29,el,1
2454,ΔΙΝΩ 100€ ΣΤΟ ΝΙΚΗΤΗ ΤΟΥ CHALLENGE! #2 (Fortnite Greek),https://www.youtube.com/watch?v=VtD4FgbXwE0&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Ggs Gia tous 300 k!!,2020-11-29,greeklish,1
2455,ΔΙΝΩ 100€ ΣΤΟ ΝΙΚΗΤΗ ΤΟΥ CHALLENGE! #2 (Fortnite Greek),https://www.youtube.com/watch?v=VtD4FgbXwE0&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Teleios ,2020-11-29,el,1
2456,ΔΙΝΩ 100€ ΣΤΟ ΝΙΚΗΤΗ ΤΟΥ CHALLENGE! #2 (Fortnite Greek),https://www.youtube.com/watch?v=VtD4FgbXwE0&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Sounds good!,2020-11-29,en,1
2457,ΔΙΝΩ 100€ ΣΤΟ ΝΙΚΗΤΗ ΤΟΥ CHALLENGE! #2 (Fortnite Greek),https://www.youtube.com/watch?v=VtD4FgbXwE0&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Bravw giannaba milhses teleia kai emeis se euxaristoumai gia auta ta video kai tha se bohthame oso mporoumai gt to ajizeis!,2020-11-29,greeklish,1
2458,ΔΙΝΩ 100€ ΣΤΟ ΝΙΚΗΤΗ ΤΟΥ CHALLENGE! #2 (Fortnite Greek),https://www.youtube.com/watch?v=VtD4FgbXwE0&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Gianubba eisai o kaluteros youtuber ston kosmo,2020-11-29,greeklish,1
2459,ΔΙΝΩ 100€ ΣΤΟ ΝΙΚΗΤΗ ΤΟΥ CHALLENGE! #2 (Fortnite Greek),https://www.youtube.com/watch?v=VtD4FgbXwE0&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,BTW congrats for 300k subs,2020-11-29,en,1
2460,ΔΙΝΩ 100€ ΣΤΟ ΝΙΚΗΤΗ ΤΟΥ CHALLENGE! #2 (Fortnite Greek),https://www.youtube.com/watch?v=VtD4FgbXwE0&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,To intro oti kalutero. Anamnisis,2020-11-29,greeklish,1
2461,ΔΙΝΩ 100€ ΣΤΟ ΝΙΚΗΤΗ ΤΟΥ CHALLENGE! #2 (Fortnite Greek),https://www.youtube.com/watch?v=VtD4FgbXwE0&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Nice  vid,2020-11-29,greeklish,1
2462,ΔΙΝΩ 100€ ΣΤΟ ΝΙΚΗΤΗ ΤΟΥ CHALLENGE! #2 (Fortnite Greek),https://www.youtube.com/watch?v=VtD4FgbXwE0&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,scalootic giati den mas afineis na paroume pote kai emeis kati giati kathe fora pou pezo se customs gia leuta kai sinexia to pernei o scalotic 1 mera piga na paro 20$ apo tur kai me perasse sta wins apla scalotic min paizis se customsssssssss,2020-11-29,greeklish,1
2463,ΔΙΝΩ 100€ ΣΤΟ ΝΙΚΗΤΗ ΤΟΥ CHALLENGE! #2 (Fortnite Greek),https://www.youtube.com/watch?v=VtD4FgbXwE0&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,KANTE PAUSE STO 14:33 KAI BALTE 0.25 TAXITITA,2020-11-29,greeklish,1
2464,ΔΙΝΩ 100€ ΣΤΟ ΝΙΚΗΤΗ ΤΟΥ CHALLENGE! #2 (Fortnite Greek),https://www.youtube.com/watch?v=VtD4FgbXwE0&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,300.000 subs yes !,2020-11-29,el,1
2465,ΔΙΝΩ 100€ ΣΤΟ ΝΙΚΗΤΗ ΤΟΥ CHALLENGE! #2 (Fortnite Greek),https://www.youtube.com/watch?v=VtD4FgbXwE0&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Gianuba monoooooo️️️️,2020-11-29,greeklish,1
2466,ΔΙΝΩ 100€ ΣΤΟ ΝΙΚΗΤΗ ΤΟΥ CHALLENGE! #2 (Fortnite Greek),https://www.youtube.com/watch?v=VtD4FgbXwE0&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Gianuba to creative pou evgales sti season 7 to teliosate,2020-11-29,greeklish,1
2467,ΔΙΝΩ 100€ ΣΤΟ ΝΙΚΗΤΗ ΤΟΥ CHALLENGE! #2 (Fortnite Greek),https://www.youtube.com/watch?v=VtD4FgbXwE0&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,1:41 Giagia Deths xoreuei me piata,2020-11-29,greeklish,1
2468,ΔΙΝΩ 100€ ΣΤΟ ΝΙΚΗΤΗ ΤΟΥ CHALLENGE! #2 (Fortnite Greek),https://www.youtube.com/watch?v=VtD4FgbXwE0&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Apooo gligikia gia mena kai gia sena se diashmwthta +1 like se opoion ua blepei gianuba mexri to telos!!!!,2020-11-29,greeklish,1
2469,ΔΙΝΩ 100€ ΣΤΟ ΝΙΚΗΤΗ ΤΟΥ CHALLENGE! #2 (Fortnite Greek),https://www.youtube.com/watch?v=VtD4FgbXwE0&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,GG ston nikiti.E kanto pali alla se food challenge,2020-11-29,greeklish,1
2470,ΔΙΝΩ 100€ ΣΤΟ ΝΙΚΗΤΗ ΤΟΥ CHALLENGE! #2 (Fortnite Greek),https://www.youtube.com/watch?v=VtD4FgbXwE0&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Gia gianuba mporeis na mou baleis kardia sto sxoleio xreisimopeio support a creator xamogelasth,2020-11-29,greeklish,1
2471,ΔΙΝΩ 100€ ΣΤΟ ΝΙΚΗΤΗ ΤΟΥ CHALLENGE! #2 (Fortnite Greek),https://www.youtube.com/watch?v=VtD4FgbXwE0&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,O gianakis o genneodoros Tha m apanteisei sto sholio m ️,2020-11-29,greeklish,1
2472,ΔΙΝΩ 100€ ΣΤΟ ΝΙΚΗΤΗ ΤΟΥ CHALLENGE! #2 (Fortnite Greek),https://www.youtube.com/watch?v=VtD4FgbXwE0&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,gianuba22 den exw kinhto alla exw support a creator kai den kserw ti na kanw gia na sto apodeiksw,2020-11-29,greeklish,1
2473,ΔΙΝΩ 100€ ΣΤΟ ΝΙΚΗΤΗ ΤΟΥ CHALLENGE! #2 (Fortnite Greek),https://www.youtube.com/watch?v=VtD4FgbXwE0&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,o thedoomguy einai filos mou kai den to perimena na ftasei mexri to telos mprabooo.,2020-11-29,greeklish,1
2474,ΔΙΝΩ 100€ ΣΤΟ ΝΙΚΗΤΗ ΤΟΥ CHALLENGE! #2 (Fortnite Greek),https://www.youtube.com/watch?v=VtD4FgbXwE0&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,ta kalutera challenges sthn ellada gianubacrew oloi follow thn selida sto facebook,2020-11-29,greeklish,1
2475,ΤΟ ΠΙΟ ΑΣΤΕΙΟ ΚΡΥΦΤΟ ΣΤΟ FORTNITE! (Fortnite Hide and Seek),https://www.youtube.com/watch?v=BadaH06a82s&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,+1 an thelete o gianuba na kanei perissotera videos tin evdomada,2019-11-29,other,1
2476,ΤΟ ΠΙΟ ΑΣΤΕΙΟ ΚΡΥΦΤΟ ΣΤΟ FORTNITE! (Fortnite Hide and Seek),https://www.youtube.com/watch?v=BadaH06a82s&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Mpravo gianuba eisai o kaliteros,2019-11-29,greeklish,1
2477,ΤΟ ΠΙΟ ΑΣΤΕΙΟ ΚΡΥΦΤΟ ΣΤΟ FORTNITE! (Fortnite Hide and Seek),https://www.youtube.com/watch?v=BadaH06a82s&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,ItsOnlySkillz is back ,2019-11-29,en,1
2478,ΤΟ ΠΙΟ ΑΣΤΕΙΟ ΚΡΥΦΤΟ ΣΤΟ FORTNITE! (Fortnite Hide and Seek),https://www.youtube.com/watch?v=BadaH06a82s&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,3:11 WALLHACK ALERT ,2019-11-29,el,1
2479,ΤΟ ΠΙΟ ΑΣΤΕΙΟ ΚΡΥΦΤΟ ΣΤΟ FORTNITE! (Fortnite Hide and Seek),https://www.youtube.com/watch?v=BadaH06a82s&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,"Gianuba22 is my men, Great vidéos dude ! you inspire us",2019-11-29,en,1
2480,ΤΟ ΠΙΟ ΑΣΤΕΙΟ ΚΡΥΦΤΟ ΣΤΟ FORTNITE! (Fortnite Hide and Seek),https://www.youtube.com/watch?v=BadaH06a82s&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,+1 opoios pisteui oti o gianuba einai o kaliteros elinas sto fortnite,2019-11-29,greeklish,1
2481,ΤΟ ΠΙΟ ΑΣΤΕΙΟ ΚΡΥΦΤΟ ΣΤΟ FORTNITE! (Fortnite Hide and Seek),https://www.youtube.com/watch?v=BadaH06a82s&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Part 2!!!!!!!!,2019-11-29,greeklish,1
2482,ΤΟ ΠΙΟ ΑΣΤΕΙΟ ΚΡΥΦΤΟ ΣΤΟ FORTNITE! (Fortnite Hide and Seek),https://www.youtube.com/watch?v=BadaH06a82s&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Naiiii hide and seek epitelousss!!,2019-11-29,en,1
2483,FORTNITE ONLY UP ΑΛΛΑ ΜΕ ΑΜΑΞΙΑ,https://www.youtube.com/watch?v=LRLp6BQgAoA&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Epekses ola ta only up pou iparxoun,2023-08-29,greeklish,1
2484,FORTNITE ONLY UP ΑΛΛΑ ΜΕ ΑΜΑΞΙΑ,https://www.youtube.com/watch?v=LRLp6BQgAoA&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Pexe live,2023-08-29,el,1
2488,FORTNITE ONLY UP ΑΛΛΑ ΜΕ ΑΜΑΞΙΑ,https://www.youtube.com/watch?v=LRLp6BQgAoA&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Skibidi toile,2023-08-29,el,1
2490,FORTNITE ONLY UP ΑΛΛΑ ΜΕ ΑΜΑΞΙΑ,https://www.youtube.com/watch?v=LRLp6BQgAoA&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Code,2023-08-29,el,1
2492,FORTNITE ONLY UP ΑΛΛΑ ΜΕ ΑΜΑΞΙΑ,https://www.youtube.com/watch?v=LRLp6BQgAoA&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Pote tha ksana kameis GTA online video me touton ton troxo tis tuxyss!? ,2023-08-29,greeklish,1
2493,FORTNITE ONLY UP ΑΛΛΑ ΜΕ ΑΜΑΞΙΑ,https://www.youtube.com/watch?v=LRLp6BQgAoA&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,axel kane bevteo among us sto roblox,2023-08-29,greeklish,1
2495,FORTNITE ONLY UP ΑΛΛΑ ΜΕ ΑΜΑΞΙΑ,https://www.youtube.com/watch?v=LRLp6BQgAoA&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,First,2023-08-29,el,1
2496,FORTNITE ONLY UP ΑΛΛΑ ΜΕ ΑΜΑΞΙΑ,https://www.youtube.com/watch?v=LRLp6BQgAoA&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Pittsburgh,2023-08-29,el,1
2497,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Bro me afta voithas parapoli emas eisai oti kalitero sinexise etsi ,2020-11-29,greeklish,1
2498,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,E ekana video pou ekana to rotate sou kai phra win an thes tsekare to videaki mou episis akousa ta tips sou kai egina  kaliteros,2020-11-29,greeklish,1
2499,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,ego katalathos ixa skotosei enan tipa pou ekane ekino pou ekane mongraal [sorry gia orthografia] kai to zone itan makria ke ego tou xothika kai ton efaga,2020-11-29,greeklish,1
2500,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,EGO TO EIDA KAI NIOTHO 70% KALITEROS,2020-11-29,greeklish,1
2501,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,3:06 mongraal clasic xD,2020-11-29,el,1
2502,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Eise gamatos file o agapime me nos mou yt ,2020-11-29,greeklish,1
2503,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Kane ta kalytera 90s!!!,2020-11-29,greeklish,1
2505,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,kalosss eiiiiiiiiiiiiiiiiirthate sto heitlord kssssttt maga heitlord eisai oti kalitero,2020-11-29,greeklish,1
2506,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Ego eimai lowground player ti na kano.heitlord mono,2020-11-29,greeklish,1
2507,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Ne re vlaka fa mafoume apo sena pos na ginoume kaliteroi pektes ,2020-11-29,greeklish,1
2508,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Eise o kaliteros,2020-11-29,el,1
2509,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,kane video gia proponisi,2020-11-29,greeklish,1
2510,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,epiasa 10 wins haris to tropo sou,2020-11-29,greeklish,1
2511,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Kane video gia ti fight,2020-11-29,greeklish,1
2512,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,file ty xaris esena pira win,2020-11-29,greeklish,1
2513,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Kane video me retakes,2020-11-29,greeklish,1
2514,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Wraio video,2020-11-29,greeklish,1
2515,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Pame alla 3 videos gia 200 videos,2020-11-29,greeklish,1
2516,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Kane kai deutero se parakalw,2020-11-29,greeklish,1
2517,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,mono heitlord,2020-11-29,greeklish,1
2518,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Kane kialo tetio video,2020-11-29,greeklish,1
2519,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Teliaa,2020-11-29,el,1
2520,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Kane kialo re bro,2020-11-29,greeklish,1
2521,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Blepe mongraal na ma8enis,2020-11-29,other,1
2522,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Vgale video Gia to fight,2020-11-29,greeklish,1
2523,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,S.a.c.-heitlord,2020-11-29,el,1
2524,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Oreos bro nice,2020-11-29,greeklish,1
2525,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Heyyyyyyy heitlorddddd,2020-11-29,el,1
2526,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,@_.nospa08._,2020-11-29,el,1
2527,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,thes na pame 1v1,2020-11-29,other,1
2528,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Pame,2020-11-29,greeklish,1
2529,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Pata to 0:10,2020-11-29,en,1
2530,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Ok,2020-11-29,el,1
2531,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Kane kai allo pleaze,2020-11-29,greeklish,1
2532,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Prin 800 provoles,2020-11-29,greeklish,1
2533,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,ti analusei paizeis?,2020-11-29,greeklish,1
2534,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Kane kai alo,2020-11-29,greeklish,1
2535,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Oreos re trele,2020-11-29,greeklish,1
2536,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Mono heitlerd re mouniaaa,2020-11-29,greeklish,1
2537,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,O zerdy,2020-11-29,el,1
2538,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Kane ki allo,2020-11-29,greeklish,1
2539,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,1 provolh,2020-11-29,el,1
2540,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Xaxa,2020-11-29,el,1
2541,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Eisai otk,2020-11-29,greeklish,1
2542,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,0,2020-11-29,el,1
2543,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Ki allo,2020-11-29,el,1
2544,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,1,2020-11-29,el,1
2545,Συμβουλές και Κόλπα για να γινεις Καλύτερος παιχτης! (Fortnite Greek),https://www.youtube.com/watch?v=bTr9ztR9CUE&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,20 comeents,2020-11-29,other,1
2547,FORTNITE ΑΛΛΑ παίζω στα ΚΑΛΥΤΕΡΑ ΓΡΑΦΙΚΑ ΠΟΥ ΥΠΑΡΧΟΥΝ !!!,https://www.youtube.com/watch?v=3D16g7Vh20M&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,o panos pou leei ta low grafika einai xallia egw pou pezw me low grafika edw kai 2 xronia sxedon epidi exw ena laptop apo to 2017,2022-12-29,greeklish,1
2548,FORTNITE ΑΛΛΑ παίζω στα ΚΑΛΥΤΕΡΑ ΓΡΑΦΙΚΑ ΠΟΥ ΥΠΑΡΧΟΥΝ !!!,https://www.youtube.com/watch?v=3D16g7Vh20M&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Bro ta grafika se xbox series s  einai akrivos ta idia,2022-12-29,greeklish,1
2549,FORTNITE ΑΛΛΑ παίζω στα ΚΑΛΥΤΕΡΑ ΓΡΑΦΙΚΑ ΠΟΥ ΥΠΑΡΧΟΥΝ !!!,https://www.youtube.com/watch?v=3D16g7Vh20M&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Poli kalo paixnidi na kaneis se part einai to neo choo choo Charles pou einai poli oraio,2022-12-29,greeklish,1
2550,FORTNITE ΑΛΛΑ παίζω στα ΚΑΛΥΤΕΡΑ ΓΡΑΦΙΚΑ ΠΟΥ ΥΠΑΡΧΟΥΝ !!!,https://www.youtube.com/watch?v=3D16g7Vh20M&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Kane kialla fortnite videos eisai telios,2022-12-29,greeklish,1
2552,FORTNITE ΑΛΛΑ παίζω στα ΚΑΛΥΤΕΡΑ ΓΡΑΦΙΚΑ ΠΟΥ ΥΠΑΡΧΟΥΝ !!!,https://www.youtube.com/watch?v=3D16g7Vh20M&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Super,2022-12-29,el,1
